checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
,24.0,Critical_acct_other_credits_existing,radio/television,3660.0,<100DM,1_to_4yrs,4,male_single,,2,real_estate,35.0,none,own,2,unskilled_resident,1,no,yes,0
0_checking,12.0,All_credits_paid_duly,radio/television,3741.0,<100DM,1_to_4yrs,4,male_divorced/separated,,1,unknown/no_property,29.0,none,for_free,1,skilled_employee/official,1,no,yes,1
,15.0,Existing_credits_paid_till_now,used_car,3110.0,100_to_500DM,<1yr,1,female_divorced/separated/married,,4,car_or_other_nonsavings,23.0,none,own,1,skilled_employee/official,1,yes,yes,0
,11.0,Critical_acct_other_credits_existing,radio/television,2045.3778115565008,100_to_500DM,unemployed,4,female_divorced/separated/married,,4,real_estate,57.0,none,own,3,unskilled_resident,1,no,yes,0
0_checking,12.0,,furniture/equipment,1293.0,<100DM,1_to_4yrs,2,male_single,,2,real_estate,27.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,24.0,Existing_credits_paid_till_now,radio/television,4512.148339530039,<100DM,>7yrs,4,female_divorced/separated/married,,4,car_or_other_nonsavings,55.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,18.0,Critical_acct_other_credits_existing,new_car,4610.715079964507,<100DM,>7yrs,2,male_single,,4,unknown/no_property,36.0,none,for_free,3,management_self-employed_highly_qualified/officer,1,yes,yes,0
,12.0,,education,2508.3089176362346,<100DM,>7yrs,2,female_divorced/separated/married,,4,unknown/no_property,57.0,bank,for_free,3,unskilled_resident,1,no,yes,0
,10.0,Critical_acct_other_credits_existing,new_car,3144.2374114902427,<100DM,>7yrs,3,male_single,,4,real_estate,32.0,none,own,2,unskilled_resident,2,no,no,0
from_0_to_200,15.0,Existing_credits_paid_till_now,radio/television,7116.97445618915,<100DM,>7yrs,4,male_single,,3,car_or_other_nonsavings,37.0,none,own,1,skilled_employee/official,2,no,yes,1
,36.0,Critical_acct_other_credits_existing,business,1333.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,real_estate,36.0,none,own,2,skilled_employee/official,1,no,yes,0
,24.0,Existing_credits_paid_till_now,radio/television,2941.3014570056257,<100DM,<1yr,4,female_divorced/separated/married,,3,car_or_other_nonsavings,38.0,stores,own,1,skilled_employee/official,1,yes,yes,0
0_checking,14.0,Existing_credits_paid_till_now,new_car,5766.0,<100DM,>7yrs,1,male_divorced/separated,,4,building_society_savings_agreement/life_insurance,,none,own,1,management_self-employed_highly_qualified/officer,1,yes,no,1
,24.0,Existing_credits_paid_till_now,radio/television,1317.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,2,car_or_other_nonsavings,25.0,none,own,2,skilled_employee/official,1,no,yes,0
,18.0,Existing_credits_paid_till_now,new_car,900.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,,3,building_society_savings_agreement/life_insurance,32.0,none,own,1,skilled_employee/official,1,no,no,0
,12.0,Critical_acct_other_credits_existing,furniture/equipment,1561.7474384559882,500_to_1000DM,4_to_7yrs,3,female_divorced/separated/married,,4,car_or_other_nonsavings,37.0,none,rent,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,48.0,All_credits_paid_duly,new_car,5840.0,Unknown_or_no_savings_acct,unemployed,4,male_single,co-applicant,4,unknown/no_property,36.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,48.0,Existing_credits_paid_till_now,radio/television,9460.101330401048,<100DM,4_to_7yrs,4,male_single,,4,real_estate,28.0,none,own,2,skilled_employee/official,1,no,yes,1
0_checking,30.0,Existing_credits_paid_till_now,repairs,11005.0,<100DM,<1yr,1,male_divorced/separated,,1,unknown/no_property,34.0,none,own,1,unskilled_resident,1,yes,yes,1
,9.0,Existing_credits_paid_till_now,radio/television,2414.0,<100DM,1_to_4yrs,1,male_single,,2,real_estate,32.0,none,own,1,skilled_employee/official,2,no,yes,0
,18.0,Critical_acct_other_credits_existing,radio/television,880.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,,2,car_or_other_nonsavings,26.0,none,own,2,skilled_employee/official,1,no,yes,0
0_checking,12.0,Existing_credits_paid_till_now,furniture/equipment,1560.0,Unknown_or_no_savings_acct,>7yrs,2,male_divorced/separated,,4,building_society_savings_agreement/life_insurance,49.0,none,own,1,unskilled_resident,1,yes,yes,0
,,Existing_credits_paid_till_now,furniture/equipment,5176.0,<100DM,<1yr,1,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,32.0,none,own,1,skilled_employee/official,1,no,yes,1
,24.0,Existing_credits_paid_till_now,radio/television,7154.0,100_to_500DM,1_to_4yrs,4,male_single,,4,car_or_other_nonsavings,,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
,15.0,Critical_acct_other_credits_existing,used_car,2117.9453325805343,>1000DM,>7yrs,3,male_single,,4,unknown/no_property,23.0,none,rent,2,skilled_employee/official,1,yes,yes,0
,12.0,Existing_credits_paid_till_now,furniture/equipment,3756.0,<100DM,1_to_4yrs,4,male_single,,2,real_estate,50.0,none,own,1,skilled_employee/official,1,no,yes,0
more_than_200,18.0,All_credits_paid_duly,radio/television,2296.877004485677,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,,4,car_or_other_nonsavings,49.0,bank,own,1,unskilled_resident,1,no,yes,0
,15.0,Critical_acct_other_credits_existing,furniture/equipment,3389.0,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,building_society_savings_agreement/life_insurance,63.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,24.0,Critical_acct_other_credits_existing,new_car,620.0,100_to_500DM,<1yr,4,male_divorced/separated,,2,car_or_other_nonsavings,37.0,none,own,1,skilled_employee/official,1,yes,yes,0
0_checking,47.0,Existing_credits_paid_till_now,new_car,2887.0,<100DM,<1yr,1,female_divorced/separated/married,,1,real_estate,35.0,none,own,1,unskilled_resident,1,yes,yes,0
0_checking,48.0,Existing_credits_paid_till_now,used_car,4920.127674015776,<100DM,4_to_7yrs,4,male_single,,3,building_society_savings_agreement/life_insurance,26.0,none,own,1,skilled_employee/official,2,no,yes,0
from_0_to_200,48.0,Delay_in_past,other,3928.0,100_to_500DM,unemployed,2,male_single,,4,unknown/no_property,31.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,radio/television,2477.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,guarantor,4,real_estate,49.0,none,own,2,skilled_employee/official,1,yes,yes,0
0_checking,24.0,Delay_in_past,radio/television,6204.0,<100DM,<1yr,4,male_married/widowed,,4,real_estate,48.0,stores,own,1,skilled_employee/official,1,no,yes,1
,,Existing_credits_paid_till_now,business,733.0,<100DM,1_to_4yrs,2,male_married/widowed,,2,real_estate,26.0,none,own,1,skilled_employee/official,1,yes,no,0
from_0_to_200,36.0,Existing_credits_paid_till_now,used_car,12714.0,<100DM,<1yr,1,male_married/widowed,,4,car_or_other_nonsavings,28.0,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
0_checking,24.0,Critical_acct_other_credits_existing,used_car,3682.0,<100DM,>7yrs,2,female_divorced/separated/married,,4,unknown/no_property,44.0,none,for_free,2,management_self-employed_highly_qualified/officer,2,yes,yes,0
more_than_200,42.0,Critical_acct_other_credits_existing,used_car,1688.0,<100DM,>7yrs,4,male_single,,4,unknown/no_property,56.0,none,for_free,1,skilled_employee/official,1,no,yes,0
,48.0,Critical_acct_other_credits_existing,business,4933.0,Unknown_or_no_savings_acct,>7yrs,4,male_divorced/separated,,2,car_or_other_nonsavings,46.0,bank,own,2,management_self-employed_highly_qualified/officer,2,no,yes,0
from_0_to_200,48.0,Existing_credits_paid_till_now,furniture/equipment,5629.084958653598,<100DM,<1yr,1,female_divorced/separated/married,,2,car_or_other_nonsavings,26.0,none,own,1,skilled_employee/official,1,yes,yes,1
,12.0,Existing_credits_paid_till_now,used_car,2739.3684108236152,Unknown_or_no_savings_acct,<1yr,1,female_divorced/separated/married,,4,car_or_other_nonsavings,20.0,none,rent,1,skilled_employee/official,1,no,yes,0
,10.0,Existing_credits_paid_till_now,new_car,4322.069234761131,Unknown_or_no_savings_acct,>7yrs,4,male_single,co-applicant,2,building_society_savings_agreement/life_insurance,45.0,none,own,1,unskilled_resident,1,no,no,0
,18.0,Existing_credits_paid_till_now,furniture/equipment,889.758040537733,<100DM,1_to_4yrs,3,male_single,,4,real_estate,43.0,none,own,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,21.0,Critical_acct_other_credits_existing,furniture/equipment,1160.0,>1000DM,4_to_7yrs,3,male_single,,2,car_or_other_nonsavings,32.0,none,own,2,skilled_employee/official,1,yes,yes,0
,6.0,Existing_credits_paid_till_now,new_car,3856.545784510922,<100DM,unemployed,1,female_divorced/separated/married,,4,real_estate,54.0,none,own,1,unemployed/unskilled_nonresident,1,yes,yes,0
from_0_to_200,36.0,No_credits_taken_or_all_paid,radio/television,5950.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,,1,car_or_other_nonsavings,42.0,none,own,1,skilled_employee/official,1,yes,yes,1
more_than_200,24.0,Critical_acct_other_credits_existing,new_car,8315.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,,2,real_estate,37.0,bank,own,2,unskilled_resident,2,no,yes,1
0_checking,10.0,Critical_acct_other_credits_existing,new_car,4011.0,<100DM,4_to_7yrs,4,male_single,co-applicant,3,building_society_savings_agreement/life_insurance,49.0,none,own,2,skilled_employee/official,1,yes,yes,0
,48.0,Critical_acct_other_credits_existing,new_car,5706.0,500_to_1000DM,1_to_4yrs,2,male_single,,2,unknown/no_property,44.0,bank,for_free,1,skilled_employee/official,1,no,yes,1
,6.0,Existing_credits_paid_till_now,furniture/equipment,1011.0,>1000DM,1_to_4yrs,4,male_divorced/separated,,2,real_estate,33.0,none,own,1,skilled_employee/official,1,no,yes,0
,30.0,Existing_credits_paid_till_now,used_car,4930.95068955771,Unknown_or_no_savings_acct,4_to_7yrs,2,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,24.0,stores,rent,1,unskilled_resident,1,no,yes,0
0_checking,12.0,Existing_credits_paid_till_now,radio/television,6670.0,100_to_500DM,<1yr,4,male_married/widowed,,3,unknown/no_property,33.0,none,own,1,unskilled_resident,1,yes,yes,1
from_0_to_200,8.0,Existing_credits_paid_till_now,furniture/equipment,14011.0,<100DM,1_to_4yrs,3,female_divorced/separated/married,,4,real_estate,24.0,none,own,1,skilled_employee/official,1,no,yes,1
from_0_to_200,9.0,Existing_credits_paid_till_now,new_car,2947.3502965128505,<100DM,1_to_4yrs,4,male_married/widowed,,4,real_estate,22.0,none,rent,1,unskilled_resident,1,no,yes,0
from_0_to_200,48.0,Existing_credits_paid_till_now,other,4707.0,Unknown_or_no_savings_acct,unemployed,3,male_single,,4,unknown/no_property,40.0,bank,for_free,1,unemployed/unskilled_nonresident,1,yes,yes,0
,24.0,Existing_credits_paid_till_now,furniture/equipment,1628.2776712881223,100_to_500DM,1_to_4yrs,4,male_single,,1,car_or_other_nonsavings,25.0,stores,own,1,skilled_employee/official,1,no,yes,0
more_than_200,24.0,Existing_credits_paid_till_now,furniture/equipment,3947.151934984287,<100DM,<1yr,2,female_divorced/separated/married,,4,car_or_other_nonsavings,26.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,new_car,10500.0,<100DM,4_to_7yrs,2,male_married/widowed,,3,car_or_other_nonsavings,25.0,bank,own,1,unskilled_resident,1,no,yes,1
more_than_200,4.0,Existing_credits_paid_till_now,new_car,536.0,Unknown_or_no_savings_acct,<1yr,1,male_single,,2,real_estate,29.0,none,own,1,unskilled_resident,2,no,no,0
0_checking,36.0,All_credits_paid_duly,furniture/equipment,3956.0,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,31.0,bank,own,1,skilled_employee/official,1,no,yes,1
0_checking,12.0,Existing_credits_paid_till_now,furniture/equipment,4770.0,<100DM,1_to_4yrs,2,male_single,guarantor,3,building_society_savings_agreement/life_insurance,38.0,none,own,1,unskilled_resident,2,no,yes,0
from_0_to_200,24.0,Existing_credits_paid_till_now,furniture/equipment,1462.0,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,48.0,none,own,1,unskilled_resident,1,yes,yes,0
,12.0,Critical_acct_other_credits_existing,education,1691.0,<100DM,1_to_4yrs,4,male_single,,2,car_or_other_nonsavings,32.0,none,own,2,skilled_employee/official,1,no,yes,0
0_checking,15.0,,furniture/equipment,3797.0,<100DM,>7yrs,1,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,27.0,none,own,2,unskilled_resident,1,no,yes,0
from_0_to_200,30.0,Critical_acct_other_credits_existing,new_car,6817.610547461694,<100DM,unemployed,4,male_married/widowed,,2,car_or_other_nonsavings,28.0,none,own,2,management_self-employed_highly_qualified/officer,1,no,yes,1
0_checking,24.0,Existing_credits_paid_till_now,radio/television,6712.187178019119,<100DM,<1yr,4,male_divorced/separated,,3,building_society_savings_agreement/life_insurance,32.0,none,own,1,skilled_employee/official,1,no,yes,1
0_checking,24.0,Existing_credits_paid_till_now,used_car,1003.9038335400764,<100DM,4_to_7yrs,2,male_single,,1,unknown/no_property,34.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_checking,18.0,Existing_credits_paid_till_now,furniture/equipment,1367.0,>1000DM,1_to_4yrs,4,male_single,,2,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,1,no,yes,0
,18.0,,new_car,1752.0,<100DM,1_to_4yrs,4,female_divorced/separated/married,,3,real_estate,36.0,none,own,2,skilled_employee/official,1,no,yes,0
0_checking,8.0,Critical_acct_other_credits_existing,new_car,4142.364511301525,<100DM,4_to_7yrs,1,male_single,,4,real_estate,39.0,none,own,2,unskilled_resident,1,no,no,0
,12.0,Critical_acct_other_credits_existing,furniture/equipment,3016.742362518797,Unknown_or_no_savings_acct,>7yrs,2,male_single,,4,building_society_savings_agreement/life_insurance,49.0,none,rent,1,skilled_employee/official,1,yes,yes,0
,24.0,Existing_credits_paid_till_now,new_car,1677.0,>1000DM,4_to_7yrs,4,female_divorced/separated/married,,3,car_or_other_nonsavings,34.0,none,own,1,skilled_employee/official,2,yes,yes,0
more_than_200,36.0,Existing_credits_paid_till_now,radio/television,2368.0,<100DM,>7yrs,4,male_single,,2,car_or_other_nonsavings,31.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,6.0,,radio/television,1402.0,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,28.0,none,own,1,skilled_employee/official,2,no,yes,0
0_checking,24.0,Critical_acct_other_credits_existing,used_car,4321.0,<100DM,unemployed,2,male_single,,4,unknown/no_property,75.0,none,for_free,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
,18.0,Critical_acct_other_credits_existing,education,5471.019627467455,100_to_500DM,1_to_4yrs,4,female_divorced/separated/married,,2,real_estate,30.0,none,own,2,skilled_employee/official,1,no,yes,1
from_0_to_200,60.0,Existing_credits_paid_till_now,new_car,13344.0,100_to_500DM,<1yr,4,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,24.0,none,own,1,management_self-employed_highly_qualified/officer,1,no,yes,1
,48.0,Critical_acct_other_credits_existing,used_car,5959.289140214301,100_to_500DM,1_to_4yrs,2,female_divorced/separated/married,,4,car_or_other_nonsavings,24.0,bank,rent,2,unskilled_resident,1,no,yes,1
0_checking,24.0,No_credits_taken_or_all_paid,furniture/equipment,8175.533249223869,<100DM,>7yrs,3,male_single,,4,unknown/no_property,23.0,bank,rent,2,skilled_employee/official,2,no,yes,1
0_checking,6.0,Critical_acct_other_credits_existing,furniture/equipment,11256.0,<100DM,1_to_4yrs,1,male_divorced/separated,,4,real_estate,44.0,none,rent,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
from_0_to_200,13.0,Existing_credits_paid_till_now,radio/television,1799.0,<100DM,<1yr,2,female_divorced/separated/married,guarantor,4,building_society_savings_agreement/life_insurance,,none,own,1,unskilled_resident,1,no,yes,0
0_checking,15.0,Existing_credits_paid_till_now,domestic_appliances,5970.9406222160105,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,,2,car_or_other_nonsavings,24.0,none,rent,1,skilled_employee/official,1,no,yes,1
0_checking,24.0,Existing_credits_paid_till_now,furniture/equipment,2902.0,<100DM,1_to_4yrs,4,male_single,,4,building_society_savings_agreement/life_insurance,28.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,10.0,Existing_credits_paid_till_now,furniture/equipment,4506.0,<100DM,1_to_4yrs,4,male_divorced/separated,,2,car_or_other_nonsavings,,none,own,1,unskilled_resident,1,no,yes,0
from_0_to_200,24.0,Critical_acct_other_credits_existing,education,3451.0,<100DM,<1yr,2,female_divorced/separated/married,,4,unknown/no_property,24.0,none,for_free,2,skilled_employee/official,1,yes,yes,0
0_checking,21.0,Existing_credits_paid_till_now,furniture/equipment,1688.3457056944358,<100DM,4_to_7yrs,1,female_divorced/separated/married,,4,car_or_other_nonsavings,26.0,none,rent,1,unskilled_resident,1,no,yes,0
from_0_to_200,18.0,Existing_credits_paid_till_now,radio/television,3168.4159429340198,500_to_1000DM,<1yr,1,male_married/widowed,,3,real_estate,,none,rent,1,skilled_employee/official,1,no,yes,0
from_0_to_200,18.0,Existing_credits_paid_till_now,business,3414.623086129105,<100DM,>7yrs,1,male_single,co-applicant,1,real_estate,33.0,bank,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
more_than_200,10.0,Existing_credits_paid_till_now,new_car,984.6545870386612,<100DM,<1yr,1,male_single,guarantor,1,building_society_savings_agreement/life_insurance,37.0,none,own,1,unskilled_resident,2,no,yes,0
,15.0,Critical_acct_other_credits_existing,radio/television,2439.2843712124177,<100DM,1_to_4yrs,4,female_divorced/separated/married,,2,car_or_other_nonsavings,43.0,none,own,1,unskilled_resident,1,no,yes,0
from_0_to_200,13.0,Critical_acct_other_credits_existing,radio/television,825.0,<100DM,<1yr,4,male_single,guarantor,4,real_estate,23.0,none,own,2,skilled_employee/official,1,no,yes,0
from_0_to_200,24.0,Existing_credits_paid_till_now,radio/television,4069.0,500_to_1000DM,unemployed,1,female_divorced/separated/married,,4,unknown/no_property,23.0,none,rent,1,unemployed/unskilled_nonresident,1,no,yes,0
,6.0,Delay_in_past,business,2796.529008712416,100_to_500DM,1_to_4yrs,1,male_single,,2,real_estate,34.0,none,own,2,unskilled_resident,1,no,yes,0
from_0_to_200,9.0,Critical_acct_other_credits_existing,education,6480.753192665241,>1000DM,>7yrs,4,male_single,,3,unknown/no_property,32.0,none,for_free,2,skilled_employee/official,2,no,yes,1
,9.0,Existing_credits_paid_till_now,domestic_appliances,4680.0,<100DM,<1yr,1,female_divorced/separated/married,,4,real_estate,23.0,none,rent,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,9.0,Existing_credits_paid_till_now,furniture/equipment,9755.0,<100DM,1_to_4yrs,1,female_divorced/separated/married,,2,car_or_other_nonsavings,29.0,none,own,1,skilled_employee/official,1,no,no,1
,18.0,Critical_acct_other_credits_existing,used_car,972.3493672996756,Unknown_or_no_savings_acct,unemployed,2,male_single,,4,unknown/no_property,38.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_checking,,No_credits_taken_or_all_paid,radio/television,7753.616614369912,<100DM,1_to_4yrs,4,male_single,,2,building_society_savings_agreement/life_insurance,28.0,none,rent,2,skilled_employee/official,1,yes,yes,1
,10.0,Existing_credits_paid_till_now,education,3652.0,500_to_1000DM,>7yrs,4,male_single,,4,unknown/no_property,46.0,none,for_free,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,24.0,Existing_credits_paid_till_now,new_car,5335.0,<100DM,<1yr,4,male_single,,2,real_estate,23.0,stores,own,1,unskilled_resident,1,no,yes,1
,12.0,Critical_acct_other_credits_existing,radio/television,1554.0,Unknown_or_no_savings_acct,>7yrs,1,male_single,co-applicant,4,real_estate,49.0,none,own,1,skilled_employee/official,1,yes,yes,0
,36.0,Delay_in_past,radio/television,6325.7884316758,<100DM,1_to_4yrs,4,male_single,,2,car_or_other_nonsavings,26.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
,12.0,Existing_credits_paid_till_now,radio/television,4494.060688011893,<100DM,1_to_4yrs,4,male_married/widowed,,2,real_estate,28.0,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,30.0,Existing_credits_paid_till_now,furniture/equipment,5304.0,<100DM,4_to_7yrs,4,female_divorced/separated/married,,4,real_estate,23.0,none,rent,1,skilled_employee/official,1,no,yes,1
from_0_to_200,18.0,Existing_credits_paid_till_now,education,4193.478370204827,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,,4,unknown/no_property,61.0,none,for_free,1,skilled_employee/official,1,no,yes,0
more_than_200,12.0,Existing_credits_paid_till_now,radio/television,1079.3187197872712,Unknown_or_no_savings_acct,>7yrs,2,male_single,,3,car_or_other_nonsavings,37.0,none,own,1,management_self-employed_highly_qualified/officer,1,no,yes,0
more_than_200,12.0,Delay_in_past,new_car,3346.108868161361,<100DM,1_to_4yrs,2,female_divorced/separated/married,,2,car_or_other_nonsavings,36.0,stores,own,2,skilled_employee/official,1,yes,yes,0
,6.0,Existing_credits_paid_till_now,furniture/equipment,2730.0661709285127,<100DM,1_to_4yrs,1,male_married/widowed,,2,building_society_savings_agreement/life_insurance,21.0,none,rent,1,skilled_employee/official,1,no,yes,0
0_checking,18.0,Existing_credits_paid_till_now,furniture/equipment,11861.0,<100DM,unemployed,4,male_single,,1,car_or_other_nonsavings,25.0,none,own,1,unemployed/unskilled_nonresident,1,no,yes,1
,12.0,Existing_credits_paid_till_now,business,952.0,<100DM,4_to_7yrs,2,male_single,,4,car_or_other_nonsavings,36.0,none,own,1,skilled_employee/official,1,yes,yes,0
,18.0,Critical_acct_other_credits_existing,used_car,4505.0,<100DM,4_to_7yrs,3,male_single,,1,car_or_other_nonsavings,27.0,none,own,2,skilled_employee/official,1,no,yes,0
0_checking,18.0,Existing_credits_paid_till_now,furniture/equipment,3510.527160174748,<100DM,<1yr,1,female_divorced/separated/married,,4,car_or_other_nonsavings,22.0,none,rent,1,skilled_employee/official,1,no,yes,0
0_checking,36.0,Existing_credits_paid_till_now,furniture/equipment,7692.049351337812,<100DM,>7yrs,4,male_single,,2,car_or_other_nonsavings,,none,own,1,skilled_employee/official,2,no,yes,1
from_0_to_200,18.0,Existing_credits_paid_till_now,furniture/equipment,581.8754692875783,<100DM,4_to_7yrs,2,female_divorced/separated/married,,4,real_estate,40.0,none,rent,1,skilled_employee/official,1,no,yes,0
,36.0,Existing_credits_paid_till_now,new_car,3180.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,,4,real_estate,36.0,none,own,1,skilled_employee/official,1,no,yes,0
,18.0,,radio/television,4267.0,<100DM,>7yrs,3,male_single,,4,car_or_other_nonsavings,33.0,none,own,2,skilled_employee/official,1,yes,yes,0
,10.0,,furniture/equipment,2174.0,<100DM,<1yr,1,female_divorced/separated/married,,3,real_estate,23.0,none,rent,2,skilled_employee/official,1,no,yes,0
,60.0,Critical_acct_other_credits_existing,new_car,2089.483884889208,Unknown_or_no_savings_acct,>7yrs,2,male_single,,4,unknown/no_property,63.0,bank,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,60.0,All_credits_paid_duly,other,7648.0,100_to_500DM,>7yrs,3,female_divorced/separated/married,,4,unknown/no_property,60.0,bank,for_free,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
0_checking,48.0,All_credits_paid_duly,business,5099.613184139861,<100DM,4_to_7yrs,2,female_divorced/separated/married,guarantor,4,car_or_other_nonsavings,37.0,none,rent,1,skilled_employee/official,1,no,yes,1
,18.0,Delay_in_past,radio/television,851.0,<100DM,unemployed,2,male_married/widowed,,3,real_estate,34.0,none,own,2,skilled_employee/official,1,no,yes,0
,,Delay_in_past,radio/television,2211.592271583921,Unknown_or_no_savings_acct,>7yrs,3,male_single,,4,unknown/no_property,36.0,none,for_free,1,skilled_employee/official,1,no,yes,0
from_0_to_200,36.0,Existing_credits_paid_till_now,new_car,8993.15164806494,<100DM,>7yrs,4,male_single,,2,unknown/no_property,57.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
,6.0,Critical_acct_other_credits_existing,new_car,622.0,100_to_500DM,1_to_4yrs,4,female_divorced/separated/married,,4,car_or_other_nonsavings,52.0,none,own,2,unskilled_resident,1,no,yes,0
0_checking,20.0,Existing_credits_paid_till_now,furniture/equipment,3175.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,,4,car_or_other_nonsavings,39.0,none,own,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,18.0,Existing_credits_paid_till_now,used_car,7291.0,<100DM,unemployed,3,female_divorced/separated/married,,4,unknown/no_property,,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
,22.0,Existing_credits_paid_till_now,new_car,762.0,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,25.0,none,rent,1,skilled_employee/official,1,no,yes,0
more_than_200,12.0,Existing_credits_paid_till_now,new_car,2295.0,<100DM,<1yr,4,male_single,,1,real_estate,26.0,none,own,1,skilled_employee/official,1,no,yes,0
,30.0,Delay_in_past,business,2798.0,100_to_500DM,1_to_4yrs,2,male_single,,2,building_society_savings_agreement/life_insurance,26.0,none,own,2,unskilled_resident,1,no,yes,0
,18.0,Critical_acct_other_credits_existing,radio/television,1311.964722327687,<100DM,1_to_4yrs,2,female_divorced/separated/married,,1,car_or_other_nonsavings,25.0,none,own,2,skilled_employee/official,1,no,yes,0
,18.0,Existing_credits_paid_till_now,radio/television,2682.0,Unknown_or_no_savings_acct,<1yr,4,female_divorced/separated/married,,2,real_estate,21.0,none,rent,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,18.0,Critical_acct_other_credits_existing,furniture/equipment,2539.0,<100DM,unemployed,4,male_single,,4,building_society_savings_agreement/life_insurance,40.0,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,15.0,Critical_acct_other_credits_existing,business,1858.0,500_to_1000DM,1_to_4yrs,2,male_single,,4,car_or_other_nonsavings,27.0,bank,own,1,skilled_employee/official,1,no,yes,0
,9.0,Existing_credits_paid_till_now,business,1722.0,<100DM,4_to_7yrs,3,female_divorced/separated/married,,2,car_or_other_nonsavings,27.0,none,own,2,skilled_employee/official,1,no,yes,0
,18.0,Existing_credits_paid_till_now,new_car,19300.0,<100DM,1_to_4yrs,2,male_married/widowed,,2,building_society_savings_agreement/life_insurance,30.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,furniture/equipment,4590.301651770255,>1000DM,<1yr,1,female_divorced/separated/married,,4,real_estate,19.0,none,rent,1,unskilled_resident,1,no,yes,0
0_checking,,,new_car,4543.0,<100DM,4_to_7yrs,2,male_single,,4,unknown/no_property,39.0,bank,for_free,1,management_self-employed_highly_qualified/officer,2,yes,yes,0
0_checking,6.0,Critical_acct_other_credits_existing,radio/television,2582.894250458853,<100DM,4_to_7yrs,1,female_divorced/separated/married,,4,car_or_other_nonsavings,31.0,none,own,1,skilled_employee/official,1,no,yes,0
,9.0,Critical_acct_other_credits_existing,furniture/equipment,3446.0,<100DM,unemployed,2,male_single,,3,car_or_other_nonsavings,31.0,none,own,1,management_self-employed_highly_qualified/officer,1,no,yes,0
